tailnum,type,manufacturer,issue_date,model,status,aircraft_type,engine_type,year
N173UA,Corporation,BOEING,08/19/2004,747-422,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1989
N173US,Corporation,AIRBUS INDUSTRIE,04/30/2001,A321-211,Valid,Fixed Wing Multi-Engine,Turbo-Jet,2001
N174AT,Corporation,BOEING,01/25/2005,737-76N,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2004
N174DN,Corporation,BOEING,07/25/1990,767-332,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1990
N174DZ,Corporation,BOEING,11/06/1998,767-332,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1998
N174UA,Corporation,BOEING,01/23/1990,747-422,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1990
N174US,Corporation,AIRBUS INDUSTRIE,05/17/2001,A321-211,Valid,Fixed Wing Multi-Engine,Turbo-Jet,None
N17507,Corporation,EMBRAER,10/31/2000,EMB-135ER,Valid,Fixed Wing Multi-Engine,Turbo-Jet,2000
N17513,Corporation,EMBRAER,10/31/2000,EMB-135LR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2000
N17521,Corporation,EMBRAER,01/25/2001,EMB-135LR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2001
N17524,Corporation,EMBRAER,03/14/2001,EMB-135LR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2001
N17560,Corporation,EMBRAER,06/20/2002,EMB-145LR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2002
N175AT,Corporation,BOEING,02/03/2005,737-76N,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2004
N175AW,Corporation,BOEING,07/05/2006,737-33A,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1987
N175DN,Corporation,BOEING,07/27/1990,767-332,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1990
N175DZ,Corporation,BOEING,03/05/1999,767-332,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1999
N175UA,Corporation,BOEING,02/24/2006,747-422,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1990
N17614,null,null,null,null,null,null,null,null
N17619,Corporation,BOEING,10/28/1994,737-524,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1994
N17620,Corporation,BOEING,02/21/1995,737-524,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1994
N17627,Corporation,BOEING,04/14/1995,737-524,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1995
N17640,Corporation,BOEING,08/27/1997,737-524,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1997
N17644,Corporation,BOEING,09/30/1997,737-524,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1997
N17663,Corporation,BOEING,08/11/1998,737-524,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1998
N176AT,Corporation,BOEING,02/18/2005,737-76N,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2005
N176DN,Corporation,BOEING,01/08/1991,767-332,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1990
N176DZ,Corporation,BOEING,04/22/1999,767-332,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1999
N176UW,Corporation,AIRBUS INDUSTRIE,05/15/2001,A321-211,Valid,Fixed Wing Multi-Engine,Turbo-Jet,2001
N17719,Corporation,BOEING,02/04/1999,737-724,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1999
N17730,Corporation,BOEING,09/23/1999,737-724,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1999
N177DN,Corporation,BOEING,01/23/1991,767-332,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1991
N177DZ,Corporation,BOEING,05/07/1999,767-332,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1999
N177UA,Corporation,BOEING,03/01/2006,747-422,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1990
N177US,Corporation,AIRBUS INDUSTRIE,08/22/2001,A321-211,Valid,Fixed Wing Multi-Engine,Turbo-Jet,None
N178DN,Corporation,BOEING,05/22/2007,767-332,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1991
N178DZ,Corporation,BOEING,05/24/2000,767-332,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2000
N178JB,Corporation,EMBRAER,12/19/2005,ERJ 190-100 IGW,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2005
N178UA,Corporation,BOEING,12/27/2005,747-422,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1990
N178US,Corporation,AIRBUS INDUSTRIE,06/14/2001,A321-211,Valid,Fixed Wing Multi-Engine,Turbo-Jet,2001
N17928,Corporation,EMBRAER,11/29/1997,EMB-145EP,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1996
N17984,Corporation,EMBRAER,10/20/2000,EMB-145LR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2000
N1799U,Corporation,DOUGLAS,12/22/1986,DC-9-31,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1969
N179DN,Corporation,BOEING,10/10/2007,767-332,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1991
N179JB,Corporation,EMBRAER,09/30/2005,ERJ 190-100 IGW,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2005
N179UA,Corporation,BOEING,02/23/2006,747-422,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1991
N179UW,Corporation,AIRBUS INDUSTRIE,06/23/2005,A321-211,Valid,Fixed Wing Multi-Engine,Turbo-Jet,2001
N180DN,Corporation,BOEING,02/26/2007,767-332,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1992
N180UA,Corporation,BOEING,02/27/2006,747-422,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1991
N180US,Corporation,AIRBUS INDUSTRIE,06/22/2005,A321-211,Valid,Fixed Wing Multi-Engine,Turbo-Jet,2001
N18101,Corporation,EMBRAER,06/26/2003,EMB-145XR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2002
N18102,Corporation,EMBRAER,06/24/2003,EMB-145XR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2002
N18112,Corporation,BOEING,02/02/1995,757-224,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1995
N18114,Corporation,EMBRAER,06/26/2003,EMB-145XR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2002
N18119,Corporation,BOEING,05/14/1997,757-224,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1997
N18120,Corporation,EMBRAER,01/15/2003,EMB-145XR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2003
N181DN,Corporation,BOEING,02/07/2007,767-332,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1992
N181UA,Corporation,BOEING,02/22/2006,747-422,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1991
N181UW,Corporation,AIRBUS INDUSTRIE,06/22/2005,A321-211,Valid,Fixed Wing Multi-Engine,Turbo-Jet,None
N18220,Corporation,BOEING,11/06/1998,737-824,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1998
N18223,Corporation,BOEING,12/18/1998,737-824,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1998
N18243,Corporation,BOEING,10/27/1999,737-824,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1999
N182DN,Corporation,BOEING,11/10/1992,767-332,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1992
N182UA,Corporation,BOEING,10/25/1991,747-422,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1991
N182UW,Corporation,AIRBUS INDUSTRIE,06/22/2005,A321-211,Valid,Fixed Wing Multi-Engine,Turbo-Jet,2001
N18350,Corporation,BOEING,07/18/2006,737-3TO,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1987
N183DN,Corporation,BOEING,05/03/1993,767-332,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1993
N183JB,Corporation,EMBRAER,09/13/2005,ERJ 190-100 IGW,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2005
N183UW,Corporation,AIRBUS INDUSTRIE,06/22/2005,A321-211,Valid,Fixed Wing Multi-Engine,Turbo-Jet,2001
N184AT,Corporation,BOEING,03/24/2005,737-76N,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2005
N184DN,Corporation,BOEING,12/20/2004,767-332,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1993
N184JB,Corporation,EMBRAER,10/24/2005,ERJ 190-100 IGW,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2005
N184US,Corporation,AIRBUS INDUSTRIE,01/31/2002,A321-211,Valid,Fixed Wing Multi-Engine,Turbo-Jet,2002
N18556,Corporation,EMBRAER,05/30/2002,EMB-145LR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2002
N18557,Corporation,EMBRAER,05/30/2002,EMB-145LR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,None
N185DN,Corporation,BOEING,05/03/1995,767-332,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1995
N185UW,Corporation,AIRBUS INDUSTRIE,01/30/2002,A321-211,Valid,Fixed Wing Multi-Engine,Turbo-Jet,2002
N18611,Corporation,BOEING,06/15/1994,737-524,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1994
N18622,Corporation,BOEING,12/09/1994,737-524,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1994
N18658,Corporation,BOEING,06/26/1998,737-524,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1998
N186DN,Corporation,BOEING,07/07/1995,767-332,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1995
N186US,Corporation,AIRBUS,03/25/2002,A321-211,Valid,Fixed Wing Multi-Engine,Turbo-Jet,2002
N187DN,Corporation,BOEING,06/20/1996,767-332,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1996
N187JB,Corporation,EMBRAER,11/09/2005,ERJ 190-100 IGW,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2005
N187UA,Corporation,BOEING,09/29/1992,747-422,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1992
N187US,Corporation,AIRBUS,03/27/2002,A321-211,Valid,Fixed Wing Multi-Engine,Turbo-Jet,2002
N188DN,Corporation,BOEING,10/18/1996,767-332,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1996
N188US,Corporation,AIRBUS,04/25/2002,A321-211,Valid,Fixed Wing Multi-Engine,Turbo-Jet,2002
N18982,Corporation,EMBRAER,10/20/2000,EMB-145LR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2000
N189DN,Corporation,BOEING,02/14/1997,767-332,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1997
N189UW,Corporation,AIRBUS INDUSTRIE,02/08/2001,A321-211,Valid,Fixed Wing Multi-Engine,Turbo-Jet,2001
N190DN,Corporation,BOEING,03/27/1997,767-332,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1997
N190JB,Corporation,EMBRAER,11/30/2005,ERJ 190-100 IGW,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2005
N190UW,Corporation,AIRBUS INDUSTRIE,03/05/2001,A321-211,Valid,Fixed Wing Multi-Engine,Turbo-Jet,2001
N19117,Corporation,BOEING,04/25/1996,757-224,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1996
N19130,Corporation,BOEING,05/08/1998,757-224,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1998
N19136,Corporation,BOEING,03/22/1999,757-224,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1999
N19141,Corporation,BOEING,07/03/2000,757-224,Valid,Fixed Wing Multi-Engine,Turbo-Jet,2000
N191DN,Corporation,BOEING,04/10/1997,767-332,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1997
N191UW,Corporation,AIRBUS INDUSTRIE,03/16/2001,A321-211,Valid,Fixed Wing Multi-Engine,Turbo-Jet,2001
N192DN,Corporation,BOEING,06/27/1997,767-332,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1997
N192JB,Corporation,EMBRAER,12/15/2005,ERJ 190-100 IGW,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2005
N192UW,Corporation,AIRBUS INDUSTRIE,05/22/2001,A321-211,Valid,Fixed Wing Multi-Engine,Turbo-Jet,2001
N19357,Corporation,BOEING,03/22/2001,737-3TO,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1988
N193DN,Corporation,BOEING,08/22/1997,767-332,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1997
N193JB,Corporation,EMBRAER,01/05/2006,ERJ 190-100 IGW,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2005
N194DN,Corporation,BOEING,10/02/1997,767-332,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1997
N19503,Corporation,EMBRAER,10/31/2000,EMB-135ER,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1999
N19554,Corporation,EMBRAER,05/31/2002,EMB-145LR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2002
N195DN,Corporation,BOEING,10/02/1997,767-332,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1997
N195UA,Corporation,BOEING,07/17/2007,747-422,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1997
N19621,Corporation,BOEING,12/06/1994,737-524,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1994
N19623,Corporation,BOEING,01/27/1995,737-524,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1995
N19638,Corporation,BOEING,08/01/1997,737-524,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1997
N196DN,Corporation,BOEING,11/03/1997,767-332,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1997
N196UA,Corporation,BOEING,07/10/2007,747-422,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1997
N197DN,Corporation,BOEING,12/24/1997,767-332,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1997
N197JB,Corporation,EMBRAER,02/07/2006,ERJ 190-100 IGW,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2006
N197UA,Corporation,BOEING,07/12/2007,747-422,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1997
N198DN,Corporation,BOEING,02/03/1998,767-332,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1998
N198JB,Corporation,EMBRAER,02/21/2006,ERJ 190-100 IGW,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2006
N19966,Corporation,EMBRAER,06/17/1999,EMB-145LR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1999
N199DN,Corporation,BOEING,03/05/1998,767-332,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1998
N199UA,Corporation,BOEING,09/17/1997,747-422,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1997
N200AA,null,null,null,null,null,null,null,null
N200UU,Corporation,BOEING,12/30/2003,757-2B7,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1995
N200WN,Corporation,BOEING,02/17/2005,737-7H4,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2005
N201AA,Co-Owner,CESSNA,04/14/1992,150,Valid,Fixed Wing Single-Engine,Reciprocating,1959
N201FR,Corporation,AIRBUS,02/07/2008,A320-214,Valid,Fixed Wing Multi-Engine,Turbo-Fan,None
N201LV,Corporation,BOEING,03/03/2005,737-7H4,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2005
N201UU,Corporation,BOEING,12/31/2003,757-2B7,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1995
N202AA,Corporation,CESSNA,02/12/1996,421C,Valid,Fixed Wing Multi-Engine,Reciprocating,1980
N202FR,Corporation,AIRBUS,03/06/2008,A320-214,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2008
N202UA,Corporation,BOEING,03/29/2006,737-322,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1990
N202UW,Corporation,BOEING,01/06/2004,757-2B7,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1995
N202WN,Corporation,BOEING,03/09/2005,737-7H4,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2005
N203JB,Corporation,EMBRAER,03/17/2006,ERJ 190-100 IGW,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2006
N203UA,Corporation,BOEING,03/29/2006,737-322,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1990
N203UW,Corporation,BOEING,02/24/2006,757-23N,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2000
N203WN,Corporation,BOEING,03/10/2005,737-7H4,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2005
N204UA,Corporation,BOEING,02/04/1999,777-222,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1999
N204UW,Corporation,BOEING,02/27/2006,757-23N,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2000
N204WN,Corporation,BOEING,03/18/2005,737-7H4,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2005
N205UW,Corporation,BOEING,02/24/2006,757-23N,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2000
N205WN,Corporation,BOEING,03/23/2005,737-7H4,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2005
N206JB,Corporation,EMBRAER,04/19/2006,ERJ 190-100 IGW,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2006
N206UA,Corporation,BOEING,05/19/1999,777-222,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1999
N206UW,Corporation,BOEING,12/30/2003,757-2B7,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1995
N206WN,Corporation,BOEING,04/07/2005,737-7H4,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2005
N207AA,Corporation,MCDONNELL DOUGLAS,04/23/2001,DC-9-82(MD-82),Valid,Fixed Wing Multi-Engine,Turbo-Fan,1983
N207WN,Corporation,BOEING,04/13/2005,737-7H4,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2005
N208AA,Corporation,MCDONNELL DOUGLAS,12/30/1999,DC-9-82(MD-82),Valid,Fixed Wing Multi-Engine,Turbo-Fan,1983
N208WN,Corporation,BOEING,04/13/2005,737-7H4,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2005
N209UA,Corporation,BOEING,12/17/1999,777-222,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1999
N209WN,Corporation,BOEING,05/05/2005,737-7H4,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2005
N210UA,Corporation,BOEING,02/01/2000,777-222,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2000
N210WN,Corporation,BOEING,04/27/2005,737-7H4,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2005
N21108,Corporation,BOEING,11/08/1994,757-224,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1994
N21129,Corporation,EMBRAER,03/28/2003,EMB-145XR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2003
N21130,Corporation,EMBRAER,03/28/2003,EMB-145XR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2003
N21144,Corporation,EMBRAER,07/24/2003,EMB-145XR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2003
N21154,Corporation,EMBRAER,12/10/2003,EMB-145XR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2003
N21197,Corporation,EMBRAER,01/11/2006,EMB-145XR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2006
N211NE,Corporation,SAAB-SCANIA,10/25/1990,SAAB 340B,Valid,Fixed Wing Multi-Engine,Turbo-Prop,None
N211UA,Corporation,BOEING,05/22/2000,777-222,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2000
N211WN,Corporation,BOEING,05/10/2005,737-7H4,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2005
N212UA,Corporation,BOEING,07/31/2000,777-222,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2000
N212WN,Corporation,BOEING,05/27/2005,737-7H4,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2005
N213UA,Corporation,BOEING,08/16/2000,777-222,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2000
N213WN,Corporation,BOEING,06/13/2005,737-7H4,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2005
N214AA,Corporation,MCDONNELL DOUGLAS,01/13/2005,DC-9-82(MD-82),Valid,Fixed Wing Multi-Engine,Turbo-Fan,1983
N214UA,Corporation,BOEING,08/29/2000,777-222,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2000
N214WN,Corporation,BOEING,06/22/2005,737-7H4,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2005
N21537,Corporation,EMBRAER,07/10/2002,EMB-145LR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2001
N215SW,Corporation,EMBRAER,05/17/1993,EMB-120ER,Valid,Fixed Wing Multi-Engine,Turbo-Prop,1993
N215UA,Corporation,BOEING,08/31/2000,777-222,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2000
N215WN,Corporation,BOEING,06/20/2005,737-7H4,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2005
N216JB,Corporation,EMBRAER,04/26/2006,ERJ 190-100 IGW,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2006
N216SW,Corporation,EMBRAER,09/23/1993,EMB-120,Valid,Fixed Wing Multi-Engine,Turbo-Prop,1993
N216UA,Corporation,BOEING,07/24/2000,777-222,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2000
N216WR,Corporation,BOEING,07/13/2005,737-7H4,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2005
N21723,Corporation,BOEING,04/23/1999,737-724,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1999
N217JC,Corporation,BOEING,07/20/2005,737-7H4,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2005
N217SW,Corporation,EMBRAER,10/28/1993,EMB-120ER,Valid,Fixed Wing Multi-Engine,Turbo-Prop,1993
N217UA,Corporation,BOEING,08/15/2000,777-222,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2000
N218AA,Corporation,MCDONNELL DOUGLAS,12/30/1999,DC-9-82(MD-82),Valid,Fixed Wing Multi-Engine,Turbo-Fan,1983
N218AE,Corporation,SAAB-SCANIA,12/06/1990,SAAB 340B,Valid,Fixed Wing Multi-Engine,Turbo-Prop,None
N218SW,Corporation,EMBRAER,09/24/2004,EMB-120ER,Valid,Fixed Wing Multi-Engine,Turbo-Prop,1994
N218UA,Corporation,BOEING,01/11/2001,777-222,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2001
N218WN,Corporation,BOEING,07/20/2005,737-7H4,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2005
N219AA,Corporation,MCDONNELL DOUGLAS,02/09/2005,DC-9-82(MD-82),Valid,Fixed Wing Multi-Engine,Turbo-Fan,1983
N219AE,Corporation,SAAB-SCANIA,12/13/1990,SAAB 340B,Valid,Fixed Wing Multi-Engine,Turbo-Prop,None
N219UA,Corporation,BOEING,06/18/2003,777-222,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2001
N219WN,Corporation,BOEING,07/21/2005,737-7H4,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2005
N220SW,Corporation,EMBRAER,02/28/2001,EMB-120ER,Valid,Fixed Wing Multi-Engine,Turbo-Prop,1994
N220UA,Corporation,BOEING,06/13/2003,777-222,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2001
N220WN,Corporation,BOEING,08/09/2005,737-7H4,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2005
N221SW,Corporation,EMBRAER,07/28/1994,EMB-120ER,Valid,Fixed Wing Multi-Engine,Turbo-Prop,1994
N221UA,Corporation,BOEING,06/18/2003,777-222,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2001
N221WN,Corporation,BOEING,09/14/2005,737-7H4,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2005
N222UA,Corporation,BOEING,06/17/2003,777-222,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2001
N222WN,Corporation,BOEING,09/27/2005,737-7H4,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2005
N223AA,Corporation,MCDONNELL DOUGLAS,03/10/2005,DC-9-82(MD-82),Valid,Fixed Wing Multi-Engine,Turbo-Fan,1983
N223SW,Corporation,EMBRAER,03/13/1995,EMB-120ER,Valid,Fixed Wing Multi-Engine,Turbo-Prop,1995
N223UA,Corporation,BOEING,09/05/2001,777-222,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2001
N223WN,Corporation,BOEING,11/16/2005,737-7H4,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2005
N224SW,Corporation,EMBRAER,03/21/2001,EMB-120ER,Valid,Fixed Wing Multi-Engine,Turbo-Prop,1995
N224UA,Corporation,BOEING,01/14/2002,777-222,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2001
N224WN,Corporation,BOEING,11/21/2005,737-7H4,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2005
N225UA,Corporation,BOEING,01/18/2002,777-222,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2001
N225WN,Corporation,BOEING,01/05/2006,737-7H4,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2005
N226SW,Corporation,EMBRAER,12/30/2005,EMB-120ER,Valid,Fixed Wing Multi-Engine,Turbo-Prop,1995
N226UA,Corporation,BOEING,02/22/2002,777-222,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2002
N226WN,Corporation,BOEING,12/15/2005,737-7H4,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2005
N227AA,Corporation,MCDONNELL DOUGLAS,01/09/1984,DC-9-82(MD-82),Valid,Fixed Wing Multi-Engine,Turbo-Fan,1983
N227SW,Corporation,EMBRAER,10/24/1995,EMB-120ER,Valid,Fixed Wing Multi-Engine,Turbo-Prop,1995
N227UA,Corporation,BOEING,02/22/2002,777-222,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2002
N227WN,Corporation,BOEING,01/05/2006,737-7H4,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2005
N228JB,Corporation,EMBRAER,05/22/2006,ERJ 190-100 IGW,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2006
N228UA,Corporation,BOEING,03/11/2002,777-222,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2002
N228WN,Corporation,BOEING,01/10/2006,737-7H4,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2005
N22909,Corporation,EMBRAER,05/29/2002,EMB-145LR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2001
N22971,Corporation,EMBRAER,09/17/1999,EMB-145LR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1999
N229JB,Corporation,EMBRAER,06/07/2006,ERJ 190-100 IGW,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2006
N229SW,Corporation,EMBRAER,11/20/1995,EMB-120ER,Valid,Fixed Wing Multi-Engine,Turbo-Prop,1995
N229UA,Corporation,BOEING,04/02/2002,777-222,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2002
N229WN,Corporation,BOEING,02/17/2006,737-7H4,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2006
N230WN,Corporation,BOEING,03/21/2006,737-7H4,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2006
N23139,Corporation,EMBRAER,06/11/2003,EMB-145XR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2003
N231JB,Corporation,EMBRAER,06/12/2006,ERJ 190-100 IGW,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2006
N231WN,Corporation,BOEING,03/24/2006,737-7H4,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2006
N232AA,Corporation,MCDONNELL DOUGLAS,08/12/2004,DC-9-82(MD-82),Valid,Fixed Wing Multi-Engine,Turbo-Fan,1983
N232AE,Corporation,SAAB-SCANIA,04/03/1991,SAAB 340B,Valid,Fixed Wing Multi-Engine,Turbo-Prop,1991
